student_id,school_id,grade,gender,socioeconomic_band,device_access,internet_quality,enrollment_date,baseline_engagement_score,dropout_probability,dropped_out,dropout_day,dropout_date
STU03552,SCH001,10,Male,Middle,Shared phone,Good,2025-08-05,0.874,0.161,False,,
STU03553,SCH004,7,Female,Middle,Tablet,Good,2025-08-11,0.98,0.078,False,,
STU03554,SCH018,6,Male,Middle,Own phone,Moderate,2025-08-10,0.744,0.139,False,,
STU03555,SCH047,7,Male,Middle,Own phone,Poor,2025-08-21,0.806,0.15,False,,
STU03556,SCH056,9,Male,Low,Laptop/Desktop,Moderate,2025-08-01,0.807,0.156,False,,
STU03557,SCH005,10,Male,Low,Shared phone,Poor,2025-08-04,0.308,0.72,False,,
STU03558,SCH064,9,Female,Middle,Own phone,Good,2025-08-17,0.962,0.061,False,,
STU03559,SCH030,11,Male,High,Own phone,Moderate,2025-08-20,0.905,0.095,False,,
STU03560,SCH053,9,Female,High,Shared phone,Good,2025-08-14,0.98,0.098,False,,
STU03561,SCH002,11,Male,High,Own phone,Good,2025-08-07,0.98,0.072,False,,
STU03562,SCH058,12,Female,Low,Own phone,Moderate,2025-08-05,0.607,0.279,False,,
STU03563,SCH016,8,Male,Low,Shared phone,Poor,2025-08-18,0.298,0.694,True,79.0,2025-10-19
STU03564,SCH079,7,Female,Middle,Own phone,Good,2025-08-13,0.98,0.068,False,,
STU03565,SCH075,6,Female,Middle,Own phone,Poor,2025-08-09,0.814,0.154,False,,
STU03566,SCH094,9,Female,Middle,Own phone,Good,2025-08-10,0.98,0.056,False,,
STU03567,SCH006,9,Female,Middle,Shared phone,Moderate,2025-08-04,0.678,0.253,False,,
STU03568,SCH094,7,Male,Middle,Own phone,Moderate,2025-08-18,0.98,0.056,False,,
STU03569,SCH041,11,Male,Middle,Own phone,Moderate,2025-08-02,0.741,0.156,False,,
STU03570,SCH046,12,Female,High,Own phone,Moderate,2025-08-21,0.892,0.1,True,79.0,2025-10-19
STU03571,SCH071,7,Male,Low,Tablet,Good,2025-08-04,0.863,0.15,False,,
STU03572,SCH051,7,Male,Middle,Laptop/Desktop,Moderate,2025-08-03,0.942,0.064,False,,
STU03573,SCH008,7,Female,Middle,Shared phone,Moderate,2025-08-02,0.855,0.155,False,,
STU03574,SCH090,8,Male,Low,Own phone,Moderate,2025-08-11,0.517,0.334,True,32.0,2025-09-02
STU03575,SCH032,11,Female,High,Laptop/Desktop,Moderate,2025-08-02,0.98,0.074,True,63.0,2025-10-03
STU03576,SCH085,9,Female,High,Tablet,Good,2025-08-06,0.98,0.063,False,,
STU03577,SCH064,6,Female,Middle,Laptop/Desktop,Good,2025-08-17,0.93,0.067,False,,
STU03578,SCH034,9,Female,Low,Tablet,Moderate,2025-08-16,0.801,0.154,True,68.0,2025-10-08
STU03579,SCH026,6,Male,Low,Tablet,Good,2025-08-08,0.868,0.122,False,,
STU03580,SCH034,8,Male,Middle,Shared phone,Moderate,2025-08-01,0.673,0.245,False,,
STU03581,SCH082,8,Female,Low,Shared phone,Poor,2025-08-04,0.203,0.72,False,,
STU03582,SCH091,10,Male,Low,Own phone,Poor,2025-08-12,0.432,0.517,True,59.0,2025-09-29
STU03583,SCH064,9,Female,Middle,Own phone,Good,2025-08-10,0.952,0.063,False,,
STU03584,SCH069,11,Female,Low,Tablet,Moderate,2025-08-18,0.787,0.185,False,,
STU03585,SCH074,6,Male,Middle,Laptop/Desktop,Good,2025-08-11,0.98,0.068,False,,
STU03586,SCH064,10,Male,Middle,Shared phone,Moderate,2025-08-09,0.379,0.477,False,,
STU03587,SCH064,6,Male,Low,Own phone,Poor,2025-08-14,0.541,0.368,True,76.0,2025-10-16
STU03588,SCH096,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-18,0.875,0.105,False,,
STU03589,SCH073,11,Female,Low,Laptop/Desktop,Moderate,2025-08-18,0.739,0.243,False,,
STU03590,SCH084,10,Female,Low,Laptop/Desktop,Moderate,2025-08-04,0.863,0.145,False,,
STU03591,SCH075,7,Male,Middle,Tablet,Good,2025-08-09,0.94,0.071,False,,
STU03592,SCH082,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-20,0.791,0.105,False,,
STU03593,SCH064,10,Male,Low,Own phone,Moderate,2025-08-17,0.698,0.217,False,,
STU03594,SCH019,12,Female,Middle,Shared phone,Good,2025-08-17,0.59,0.343,False,,
STU03595,SCH079,10,Female,Middle,Shared phone,Moderate,2025-08-03,0.682,0.292,False,,
STU03596,SCH043,6,Female,Middle,Own phone,Good,2025-08-09,0.924,0.07,False,,
STU03597,SCH045,9,Male,Low,Laptop/Desktop,Moderate,2025-08-18,0.932,0.093,False,,
STU03598,SCH090,7,Male,Middle,Own phone,Moderate,2025-08-03,0.714,0.154,False,,
STU03599,SCH068,6,Non-binary,Middle,Own phone,Moderate,2025-08-16,0.805,0.118,False,,
STU03600,SCH028,9,Male,Low,Own phone,Poor,2025-08-11,0.469,0.448,False,,
STU03601,SCH079,10,Male,Middle,Tablet,Moderate,2025-08-16,0.853,0.121,False,,
STU03602,SCH040,6,Female,Middle,Shared phone,Moderate,2025-08-15,0.652,0.258,False,,
STU03603,SCH024,11,Male,Low,Own phone,Moderate,2025-08-02,0.71,0.255,True,34.0,2025-09-04
STU03604,SCH079,10,Male,Middle,Shared phone,Moderate,2025-08-03,0.469,0.449,False,,
STU03605,SCH044,10,Male,Middle,Own phone,Poor,2025-08-08,0.521,0.377,True,68.0,2025-10-08
STU03606,SCH068,7,Female,Low,Own phone,Poor,2025-08-20,0.585,0.386,True,63.0,2025-10-03
STU03607,SCH079,8,Female,High,Own phone,Good,2025-08-20,0.98,0.068,False,,
STU03608,SCH003,6,Male,Middle,Own phone,Moderate,2025-08-17,0.967,0.073,False,,
STU03609,SCH047,7,Female,Middle,Laptop/Desktop,Moderate,2025-08-06,0.98,0.06,False,,
STU03610,SCH096,8,Female,High,Laptop/Desktop,Poor,2025-08-20,0.659,0.27,True,54.0,2025-09-24
STU03611,SCH077,8,Female,High,Own phone,Moderate,2025-08-16,0.778,0.127,False,,
STU03612,SCH066,7,Male,Middle,Shared phone,Moderate,2025-08-07,0.622,0.261,False,,
STU03613,SCH006,7,Female,Middle,Shared phone,Good,2025-08-15,0.84,0.168,False,,
STU03614,SCH064,12,Male,Low,Shared phone,Moderate,2025-08-10,0.436,0.526,True,58.0,2025-09-28
STU03615,SCH073,11,Male,Low,Shared phone,Moderate,2025-08-11,0.389,0.63,False,,
STU03616,SCH089,8,Male,High,Laptop/Desktop,Moderate,2025-08-06,0.98,0.064,False,,
STU03617,SCH074,12,Female,Middle,Laptop/Desktop,Good,2025-08-14,0.962,0.087,True,25.0,2025-08-26
STU03618,SCH065,7,Male,High,Shared phone,Good,2025-08-06,0.769,0.176,False,,
STU03619,SCH081,8,Female,Low,Tablet,Moderate,2025-08-20,0.634,0.216,False,,
STU03620,SCH006,11,Female,Low,Laptop/Desktop,Good,2025-08-04,0.98,0.119,False,,
STU03621,SCH062,8,Female,Low,Own phone,Moderate,2025-08-06,0.765,0.154,False,,
STU03622,SCH063,7,Female,Middle,Laptop/Desktop,Poor,2025-08-03,0.641,0.265,False,,
STU03623,SCH019,8,Male,Low,Laptop/Desktop,Poor,2025-08-06,0.595,0.355,False,,
STU03624,SCH009,9,Female,Low,Laptop/Desktop,Poor,2025-08-15,0.699,0.281,False,,
STU03625,SCH086,10,Male,High,Tablet,Moderate,2025-08-20,0.808,0.13,False,,
STU03626,SCH060,8,Female,Middle,Own phone,Poor,2025-08-04,0.663,0.233,True,32.0,2025-09-02
STU03627,SCH051,8,Non-binary,Middle,Shared phone,Poor,2025-08-05,0.439,0.485,True,41.0,2025-09-11
STU03628,SCH055,7,Male,Low,Laptop/Desktop,Poor,2025-08-03,0.514,0.405,False,,
STU03629,SCH021,9,Female,Middle,Shared phone,Poor,2025-08-17,0.628,0.354,True,37.0,2025-09-07
STU03630,SCH063,7,Male,Middle,Own phone,Moderate,2025-08-12,0.76,0.135,False,,
STU03631,SCH079,11,Female,Low,Shared phone,Good,2025-08-08,0.66,0.392,False,,
STU03632,SCH059,10,Male,Middle,Own phone,Moderate,2025-08-15,0.712,0.163,False,,
STU03633,SCH009,8,Male,High,Shared phone,Poor,2025-08-02,0.721,0.301,False,,
STU03634,SCH079,10,Male,Low,Laptop/Desktop,Moderate,2025-08-17,0.98,0.118,False,,
STU03635,SCH003,6,Female,High,Own phone,Moderate,2025-08-02,0.744,0.138,True,36.0,2025-09-06
STU03636,SCH006,8,Non-binary,Low,Own phone,Poor,2025-08-13,0.463,0.474,False,,
STU03637,SCH027,8,Male,Low,Own phone,Moderate,2025-08-01,0.856,0.118,False,,
STU03638,SCH004,9,Male,Low,Own phone,Moderate,2025-08-05,0.509,0.36,False,,
STU03639,SCH014,10,Female,High,Tablet,Moderate,2025-08-14,0.98,0.08,False,,
STU03640,SCH093,12,Female,Middle,Laptop/Desktop,Good,2025-08-13,0.853,0.118,False,,
STU03641,SCH096,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-10,0.807,0.127,False,,
STU03642,SCH063,8,Male,Middle,Own phone,Poor,2025-08-14,0.636,0.269,True,42.0,2025-09-12
STU03643,SCH028,9,Male,High,Laptop/Desktop,Poor,2025-08-18,0.801,0.161,False,,
STU03644,SCH076,7,Male,Middle,Own phone,Good,2025-08-06,0.89,0.097,False,,
STU03645,SCH006,7,Male,Middle,Tablet,Good,2025-08-21,0.849,0.102,False,,
STU03646,SCH052,12,Female,Middle,Tablet,Moderate,2025-08-04,0.804,0.141,False,,
STU03647,SCH018,11,Male,Middle,Own phone,Good,2025-08-21,0.686,0.195,False,,
STU03648,SCH041,12,Female,Middle,Own phone,Moderate,2025-08-20,0.915,0.096,False,,
STU03649,SCH038,7,Male,Low,Tablet,Poor,2025-08-09,0.518,0.402,False,,
STU03650,SCH082,6,Female,High,Own phone,Good,2025-08-03,0.98,0.06,False,,
STU03651,SCH092,8,Male,Low,Tablet,Poor,2025-08-09,0.689,0.291,False,,
STU03652,SCH093,12,Male,High,Own phone,Moderate,2025-08-06,0.759,0.153,True,43.0,2025-09-13
STU03653,SCH087,6,Male,Middle,Own phone,Moderate,2025-08-13,0.775,0.131,True,44.0,2025-09-14
STU03654,SCH062,6,Female,Low,Laptop/Desktop,Poor,2025-08-05,0.59,0.335,False,,
STU03655,SCH079,6,Male,Low,Shared phone,Poor,2025-08-02,0.335,0.699,False,,
STU03656,SCH010,10,Female,Middle,Shared phone,Moderate,2025-08-19,0.51,0.387,True,55.0,2025-09-25
STU03657,SCH050,11,Female,Middle,Own phone,Moderate,2025-08-19,0.814,0.126,True,46.0,2025-09-16
STU03658,SCH070,10,Male,High,Shared phone,Poor,2025-08-11,0.51,0.505,True,76.0,2025-10-16
STU03659,SCH048,6,Male,Middle,Shared phone,Poor,2025-08-18,0.517,0.43,True,72.0,2025-10-12
STU03660,SCH091,10,Female,Low,Tablet,Moderate,2025-08-21,0.843,0.153,False,,
STU03661,SCH011,8,Male,Middle,Shared phone,Good,2025-08-20,0.911,0.118,False,,
STU03662,SCH074,7,Female,Middle,Own phone,Good,2025-08-18,0.826,0.106,False,,
STU03663,SCH042,8,Male,High,Shared phone,Good,2025-08-01,0.98,0.094,False,,
STU03664,SCH087,9,Male,Middle,Shared phone,Moderate,2025-08-16,0.687,0.258,False,,
STU03665,SCH062,8,Male,High,Own phone,Moderate,2025-08-20,0.802,0.1,False,,
STU03666,SCH059,12,Male,Low,Laptop/Desktop,Moderate,2025-08-04,0.749,0.202,False,,
STU03667,SCH013,9,Male,Middle,Own phone,Poor,2025-08-02,0.809,0.144,True,53.0,2025-09-23
STU03668,SCH052,8,Male,Middle,Own phone,Poor,2025-08-08,0.618,0.275,False,,
STU03669,SCH079,10,Female,Middle,Own phone,Good,2025-08-18,0.772,0.151,True,53.0,2025-09-23
STU03670,SCH036,10,Female,Low,Own phone,Moderate,2025-08-18,0.564,0.32,True,70.0,2025-10-10
STU03671,SCH025,6,Male,Middle,Own phone,Poor,2025-08-13,0.747,0.19,False,,
STU03672,SCH033,9,Female,Low,Shared phone,Moderate,2025-08-21,0.341,0.584,True,38.0,2025-09-08
STU03673,SCH064,7,Male,Low,Shared phone,Moderate,2025-08-04,0.628,0.325,True,52.0,2025-09-22
STU03674,SCH071,8,Female,Low,Own phone,Moderate,2025-08-19,0.807,0.174,False,,
STU03675,SCH031,10,Male,Middle,Tablet,Good,2025-08-19,0.98,0.08,False,,
STU03676,SCH007,9,Female,Low,Laptop/Desktop,Good,2025-08-20,0.831,0.136,False,,
STU03677,SCH091,8,Male,Middle,Own phone,Good,2025-08-07,0.962,0.064,False,,
STU03678,SCH080,7,Male,High,Tablet,Good,2025-08-14,0.98,0.065,False,,
STU03679,SCH019,9,Female,Middle,Own phone,Moderate,2025-08-06,0.815,0.105,True,47.0,2025-09-17
STU03680,SCH053,8,Male,Middle,Own phone,Moderate,2025-08-11,0.942,0.066,False,,
STU03681,SCH082,12,Female,Middle,Tablet,Good,2025-08-21,0.888,0.097,False,,
STU03682,SCH049,9,Male,Low,Shared phone,Moderate,2025-08-11,0.49,0.421,True,68.0,2025-10-08
STU03683,SCH037,11,Male,Middle,Laptop/Desktop,Good,2025-08-17,0.98,0.08,False,,
STU03684,SCH032,8,Female,Low,Own phone,Good,2025-08-10,0.708,0.183,False,,
STU03685,SCH015,11,Female,Low,Own phone,Moderate,2025-08-01,0.356,0.49,False,,
STU03686,SCH028,6,Female,Low,Own phone,Poor,2025-08-04,0.507,0.418,False,,
STU03687,SCH093,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-15,0.98,0.067,False,,
STU03688,SCH090,6,Male,Low,Shared phone,Good,2025-08-07,0.652,0.361,True,63.0,2025-10-03
STU03689,SCH050,6,Female,Low,Laptop/Desktop,Good,2025-08-07,0.98,0.09,False,,
STU03690,SCH022,12,Male,High,Shared phone,Poor,2025-08-02,0.506,0.525,True,36.0,2025-09-06
STU03691,SCH023,10,Male,Low,Shared phone,Moderate,2025-08-18,0.515,0.5,False,,
STU03692,SCH095,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-02,0.967,0.074,False,,
STU03693,SCH047,9,Male,Middle,Shared phone,Moderate,2025-08-12,0.738,0.194,False,,
STU03694,SCH081,9,Female,Middle,Own phone,Good,2025-08-07,0.889,0.077,False,,
STU03695,SCH027,10,Male,Low,Own phone,Moderate,2025-08-20,0.722,0.203,True,79.0,2025-10-19
STU03696,SCH041,11,Male,Low,Laptop/Desktop,Moderate,2025-08-14,0.68,0.248,False,,
STU03697,SCH051,9,Male,Middle,Laptop/Desktop,Moderate,2025-08-02,0.98,0.057,False,,
STU03698,SCH004,10,Female,Middle,Own phone,Moderate,2025-08-13,0.422,0.387,False,,
STU03699,SCH043,7,Female,Low,Laptop/Desktop,Good,2025-08-04,0.98,0.085,False,,
STU03700,SCH096,12,Non-binary,Low,Shared phone,Poor,2025-08-12,0.229,0.72,False,,
STU03701,SCH030,6,Male,Middle,Own phone,Poor,2025-08-06,0.765,0.173,False,,
STU03702,SCH075,8,Female,Low,Tablet,Good,2025-08-16,0.746,0.173,False,,
STU03703,SCH076,11,Male,Middle,Tablet,Moderate,2025-08-10,0.645,0.226,False,,
STU03704,SCH028,7,Female,Middle,Tablet,Moderate,2025-08-09,0.98,0.064,False,,
STU03705,SCH006,7,Male,Middle,Laptop/Desktop,Moderate,2025-08-19,0.98,0.069,False,,
STU03706,SCH066,8,Female,Middle,Own phone,Moderate,2025-08-10,0.844,0.091,False,,
STU03707,SCH074,8,Female,Middle,Laptop/Desktop,Poor,2025-08-05,0.808,0.166,False,,
STU03708,SCH035,12,Female,High,Shared phone,Moderate,2025-08-11,0.602,0.338,False,,
STU03709,SCH063,11,Female,Middle,Own phone,Poor,2025-08-18,0.594,0.344,False,,
STU03710,SCH047,9,Female,Middle,Laptop/Desktop,Good,2025-08-02,0.98,0.06,False,,
STU03711,SCH061,12,Female,Middle,Own phone,Moderate,2025-08-06,0.686,0.206,False,,
STU03712,SCH019,10,Female,Middle,Own phone,Good,2025-08-13,0.98,0.079,False,,
STU03713,SCH002,11,Male,Low,Tablet,Good,2025-08-06,0.723,0.206,False,,
STU03714,SCH079,7,Male,High,Own phone,Good,2025-08-16,0.98,0.068,False,,
STU03715,SCH091,9,Male,High,Shared phone,Moderate,2025-08-02,0.777,0.176,False,,
STU03716,SCH020,6,Female,Low,Shared phone,Poor,2025-08-06,0.552,0.53,False,,
STU03717,SCH010,6,Female,Middle,Own phone,Good,2025-08-13,0.98,0.061,False,,
STU03718,SCH089,10,Male,Middle,Own phone,Good,2025-08-18,0.786,0.137,True,23.0,2025-08-24
STU03719,SCH057,6,Male,High,Shared phone,Good,2025-08-08,0.98,0.095,False,,
STU03720,SCH078,9,Male,Middle,Laptop/Desktop,Good,2025-08-06,0.98,0.066,False,,
STU03721,SCH089,10,Male,Low,Own phone,Moderate,2025-08-20,0.713,0.226,True,47.0,2025-09-17
STU03722,SCH028,6,Male,Middle,Laptop/Desktop,Moderate,2025-08-11,0.964,0.067,False,,
STU03723,SCH078,8,Male,Low,Laptop/Desktop,Good,2025-08-05,0.927,0.109,False,,
STU03724,SCH067,10,Female,Middle,Own phone,Poor,2025-08-19,0.48,0.425,False,,
STU03725,SCH070,11,Male,Middle,Laptop/Desktop,Good,2025-08-01,0.98,0.076,False,,
STU03726,SCH091,8,Male,Middle,Shared phone,Good,2025-08-16,0.893,0.128,True,74.0,2025-10-14
STU03727,SCH075,12,Male,Low,Tablet,Moderate,2025-08-20,0.891,0.14,False,,
STU03728,SCH011,11,Female,Middle,Laptop/Desktop,Moderate,2025-08-13,0.916,0.086,False,,
STU03729,SCH025,10,Female,Middle,Laptop/Desktop,Moderate,2025-08-20,0.729,0.163,False,,
STU03730,SCH058,8,Female,Low,Shared phone,Good,2025-08-14,0.612,0.346,False,,
STU03731,SCH083,10,Female,Low,Shared phone,Poor,2025-08-13,0.594,0.546,True,57.0,2025-09-27
STU03732,SCH047,11,Male,Low,Shared phone,Moderate,2025-08-03,0.493,0.49,False,,
STU03733,SCH082,8,Male,High,Laptop/Desktop,Good,2025-08-04,0.98,0.06,False,,
STU03734,SCH018,12,Female,Middle,Shared phone,Good,2025-08-15,0.525,0.412,False,,
STU03735,SCH053,12,Male,Middle,Own phone,Moderate,2025-08-15,0.737,0.146,False,,
STU03736,SCH092,9,Female,Middle,Own phone,Moderate,2025-08-13,0.828,0.102,False,,
STU03737,SCH064,10,Male,High,Own phone,Poor,2025-08-05,0.956,0.116,False,,
STU03738,SCH049,9,Female,Middle,Own phone,Moderate,2025-08-02,0.98,0.056,False,,
STU03739,SCH004,10,Male,Low,Own phone,Good,2025-08-02,0.439,0.467,False,,
STU03740,SCH043,11,Male,Low,Own phone,Moderate,2025-08-03,0.765,0.186,False,,
STU03741,SCH018,6,Male,Low,Own phone,Moderate,2025-08-05,0.522,0.324,True,36.0,2025-09-06
STU03742,SCH084,6,Male,High,Own phone,Moderate,2025-08-21,0.935,0.069,True,53.0,2025-09-23
STU03743,SCH030,8,Female,Middle,Own phone,Moderate,2025-08-17,0.931,0.072,False,,
STU03744,SCH042,12,Male,Middle,Own phone,Moderate,2025-08-04,0.971,0.071,False,,
STU03745,SCH062,8,Female,Middle,Tablet,Good,2025-08-07,0.98,0.059,False,,
STU03746,SCH041,11,Female,High,Own phone,Moderate,2025-08-19,0.887,0.104,False,,
STU03747,SCH075,9,Male,High,Own phone,Moderate,2025-08-10,0.929,0.074,False,,
STU03748,SCH060,7,Male,Middle,Shared phone,Moderate,2025-08-06,0.786,0.183,False,,
STU03749,SCH056,12,Male,Low,Shared phone,Good,2025-08-07,0.333,0.645,True,46.0,2025-09-16
STU03750,SCH055,9,Female,Low,Laptop/Desktop,Poor,2025-08-09,0.819,0.204,False,,
STU03751,SCH068,8,Male,Middle,Laptop/Desktop,Poor,2025-08-12,0.653,0.257,False,,
STU03752,SCH029,6,Female,Middle,Shared phone,Moderate,2025-08-12,0.702,0.24,True,55.0,2025-09-25
STU03753,SCH047,6,Male,Middle,Own phone,Good,2025-08-12,0.98,0.06,False,,
STU03754,SCH075,6,Male,Low,Own phone,Good,2025-08-14,0.699,0.195,False,,
STU03755,SCH088,8,Male,Middle,Tablet,Moderate,2025-08-07,0.941,0.074,False,,
STU03756,SCH096,9,Male,Middle,Shared phone,Moderate,2025-08-11,0.585,0.339,False,,
STU03757,SCH076,8,Male,Low,Laptop/Desktop,Moderate,2025-08-18,0.783,0.181,False,,
STU03758,SCH057,6,Female,High,Shared phone,Good,2025-08-08,0.91,0.116,False,,
STU03759,SCH026,7,Non-binary,Middle,Laptop/Desktop,Moderate,2025-08-21,0.98,0.062,False,,
STU03760,SCH091,8,Male,Low,Shared phone,Good,2025-08-11,0.864,0.191,False,,
STU03761,SCH018,12,Female,Low,Own phone,Good,2025-08-08,0.816,0.189,False,,
STU03762,SCH075,8,Female,Middle,Shared phone,Moderate,2025-08-15,0.667,0.241,False,,
STU03763,SCH054,6,Female,Middle,Shared phone,Moderate,2025-08-09,0.488,0.357,True,31.0,2025-09-01
STU03764,SCH074,9,Male,Low,Laptop/Desktop,Moderate,2025-08-09,0.813,0.153,False,,
STU03765,SCH001,12,Male,Middle,Own phone,Poor,2025-08-08,0.708,0.23,False,,
STU03766,SCH004,11,Male,Middle,Shared phone,Good,2025-08-12,0.695,0.314,True,35.0,2025-09-05
STU03767,SCH019,11,Female,Low,Laptop/Desktop,Good,2025-08-01,0.769,0.199,False,,
STU03768,SCH038,12,Female,Middle,Shared phone,Moderate,2025-08-08,0.672,0.277,True,71.0,2025-10-11
STU03769,SCH075,10,Male,Middle,Shared phone,Good,2025-08-17,0.898,0.159,False,,
STU03770,SCH053,12,Female,Low,Shared phone,Poor,2025-08-07,0.22,0.72,True,46.0,2025-09-16
STU03771,SCH062,6,Female,Low,Own phone,Poor,2025-08-12,0.575,0.346,False,,
STU03772,SCH069,11,Female,Low,Laptop/Desktop,Poor,2025-08-07,0.551,0.433,False,,
STU03773,SCH018,11,Female,Middle,Shared phone,Good,2025-08-20,0.642,0.325,False,,
STU03774,SCH019,12,Female,Middle,Tablet,Poor,2025-08-05,0.555,0.348,False,,
STU03775,SCH004,9,Male,Middle,Shared phone,Poor,2025-08-17,0.302,0.671,True,79.0,2025-10-19
STU03776,SCH087,11,Female,High,Shared phone,Poor,2025-08-16,0.456,0.59,False,,
STU03777,SCH082,7,Female,Middle,Tablet,Moderate,2025-08-09,0.976,0.061,False,,
STU03778,SCH022,9,Male,Middle,Tablet,Moderate,2025-08-21,0.98,0.066,False,,
STU03779,SCH010,8,Male,Middle,Own phone,Moderate,2025-08-21,0.98,0.061,False,,
STU03780,SCH047,9,Male,Middle,Shared phone,Good,2025-08-01,0.747,0.19,False,,
STU03781,SCH079,10,Male,High,Shared phone,Good,2025-08-12,0.887,0.176,False,,
STU03782,SCH091,8,Male,Middle,Tablet,Moderate,2025-08-05,0.782,0.108,True,58.0,2025-09-28
STU03783,SCH092,7,Male,Middle,Own phone,Good,2025-08-21,0.975,0.066,False,,
STU03784,SCH051,8,Male,High,Own phone,Good,2025-08-21,0.98,0.057,False,,
STU03785,SCH087,10,Male,High,Shared phone,Good,2025-08-09,0.707,0.289,False,,
STU03786,SCH004,10,Male,High,Tablet,Poor,2025-08-08,0.737,0.268,False,,
STU03787,SCH015,10,Female,Low,Shared phone,Good,2025-08-18,0.579,0.449,True,68.0,2025-10-08
STU03788,SCH002,6,Female,Low,Tablet,Moderate,2025-08-09,0.875,0.114,False,,
STU03789,SCH045,11,Female,Middle,Tablet,Poor,2025-08-16,0.861,0.148,False,,
STU03790,SCH038,10,Female,Middle,Shared phone,Good,2025-08-14,0.681,0.271,True,63.0,2025-10-03
STU03791,SCH082,6,Female,Low,Own phone,Moderate,2025-08-06,0.819,0.136,False,,
STU03792,SCH064,8,Male,Middle,Own phone,Good,2025-08-08,0.98,0.058,False,,
STU03793,SCH097,9,Male,Middle,Own phone,Moderate,2025-08-20,0.98,0.057,False,,
STU03794,SCH088,8,Female,Low,Laptop/Desktop,Moderate,2025-08-11,0.789,0.159,False,,
STU03795,SCH034,6,Female,Middle,Own phone,Poor,2025-08-09,0.596,0.276,True,50.0,2025-09-20
STU03796,SCH053,7,Female,Low,Shared phone,Good,2025-08-19,0.625,0.332,True,35.0,2025-09-05
STU03797,SCH023,6,Male,High,Own phone,Poor,2025-08-13,0.558,0.304,False,,
STU03798,SCH019,6,Female,Low,Tablet,Good,2025-08-12,0.98,0.092,False,,
STU03799,SCH085,7,Female,Middle,Own phone,Good,2025-08-09,0.98,0.063,False,,
STU03800,SCH040,11,Female,Middle,Tablet,Poor,2025-08-15,0.695,0.257,False,,
STU03801,SCH052,9,Male,Low,Shared phone,Moderate,2025-08-01,0.226,0.68,True,58.0,2025-09-28
STU03802,SCH051,8,Female,Middle,Shared phone,Good,2025-08-05,0.734,0.188,False,,
STU03803,SCH048,10,Male,High,Shared phone,Good,2025-08-18,0.98,0.119,False,,
STU03804,SCH090,9,Male,Middle,Laptop/Desktop,Poor,2025-08-06,0.717,0.223,False,,
STU03805,SCH018,6,Male,Low,Tablet,Poor,2025-08-21,0.634,0.347,True,64.0,2025-10-04
STU03806,SCH053,7,Male,Middle,Own phone,Poor,2025-08-19,0.98,0.091,False,,
STU03807,SCH098,7,Female,Low,Own phone,Good,2025-08-09,0.911,0.103,False,,
STU03808,SCH028,9,Female,Middle,Laptop/Desktop,Poor,2025-08-20,0.539,0.307,False,,
STU03809,SCH048,9,Male,Middle,Laptop/Desktop,Poor,2025-08-16,0.684,0.204,True,40.0,2025-09-10
STU03810,SCH099,8,Female,Middle,Own phone,Moderate,2025-08-17,0.88,0.088,False,,
STU03811,SCH047,9,Male,Low,Tablet,Good,2025-08-10,0.941,0.096,True,62.0,2025-10-02
STU03812,SCH069,12,Male,Low,Laptop/Desktop,Moderate,2025-08-03,0.786,0.185,True,32.0,2025-09-02
STU03813,SCH094,8,Female,Low,Own phone,Good,2025-08-12,0.884,0.106,False,,
STU03814,SCH085,9,Female,Middle,Own phone,Poor,2025-08-18,0.548,0.297,False,,
STU03815,SCH100,9,Male,Middle,Own phone,Moderate,2025-08-02,0.854,0.093,False,,
STU03816,SCH092,10,Non-binary,Middle,Own phone,Moderate,2025-08-01,0.975,0.081,False,,
STU03817,SCH059,10,Male,Low,Tablet,Good,2025-08-18,0.98,0.108,False,,
STU03818,SCH021,10,Female,Low,Own phone,Good,2025-08-13,0.945,0.117,False,,
STU03819,SCH088,7,Male,Middle,Shared phone,Poor,2025-08-11,0.36,0.583,True,49.0,2025-09-19
STU03820,SCH077,8,Female,Middle,Own phone,Moderate,2025-08-15,0.807,0.117,False,,
STU03821,SCH075,11,Female,High,Tablet,Poor,2025-08-15,0.727,0.23,True,57.0,2025-09-27
STU03822,SCH074,8,Male,Low,Shared phone,Moderate,2025-08-09,0.504,0.458,False,,
STU03823,SCH063,12,Male,Low,Own phone,Good,2025-08-13,0.693,0.26,False,,
STU03824,SCH087,8,Female,Middle,Shared phone,Moderate,2025-08-11,0.604,0.312,False,,
STU03825,SCH029,9,Male,Middle,Laptop/Desktop,Good,2025-08-05,0.98,0.069,False,,
STU03826,SCH078,9,Female,Middle,Shared phone,Poor,2025-08-16,0.428,0.533,False,,
STU03827,SCH033,8,Female,Low,Shared phone,Good,2025-08-08,0.618,0.367,False,,
STU03828,SCH041,11,Female,Low,Laptop/Desktop,Good,2025-08-19,0.926,0.13,False,,
STU03829,SCH066,7,Male,Middle,Shared phone,Moderate,2025-08-09,0.73,0.2,True,55.0,2025-09-25
STU03830,SCH086,9,Female,Low,Tablet,Poor,2025-08-04,0.614,0.34,False,,
